,digit_BALANCE,digit_PURCHASES,digit_ONEOFF_PURCHASES,digit_INSTALLMENTS_PURCHASES,digit_CASH_ADVANCE,digit_PURCHASES_FREQUENCY,digit_ONEOFF_PURCHASES_FREQUENCY,digit_PURCHASES_INSTALLMENTS_FREQUENCY,digit_CASH_ADVANCE_TRX,digit_CREDIT_LIMIT,digit_PAYMENTS,digit_MINIMUM_PAYMENTS,digit_PRC_FULL_PAYMENT,digit_sqrt_BALANCE_FREQUENCY,digit_sqrt_CASH_ADVANCE_FREQUENCY,digit_sqrt_PURCHASES_TRX,digit_avg_oneoff_purchases,digit_avg_installment_purchases,digit_avg_cash_advance,TENURE
4316,2,1,1,1,2,1,1,1,1,3,1,1,1,8,3,1,1,1,1,10
4317,3,1,1,1,1,3,1,2,1,3,1,1,1,8,3,1,1,1,1,12
4318,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4319,2,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4320,1,1,1,1,1,2,2,1,1,1,1,1,2,7,2,1,1,1,1,12
4321,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4322,2,1,1,1,1,7,1,7,1,1,1,1,1,8,3,2,1,1,1,12
4323,1,1,1,1,1,6,2,4,1,3,1,1,1,8,1,2,1,1,1,12
4324,1,1,1,1,1,7,1,7,1,2,1,1,6,8,1,2,1,1,1,12
4325,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4326,1,2,2,1,1,8,8,1,1,1,1,1,7,8,1,3,1,1,1,12
4327,1,1,1,1,1,2,2,1,1,1,1,1,1,6,1,1,1,1,1,12
4328,1,1,1,1,1,4,1,4,1,2,1,1,1,7,2,1,1,1,1,12
4329,1,1,1,1,1,8,3,7,1,1,1,1,3,8,2,2,1,1,1,12
4330,1,1,1,1,1,1,1,1,1,2,1,1,5,7,3,1,1,1,1,12
4331,1,1,1,1,1,4,1,4,1,1,1,1,2,8,2,1,1,1,1,12
4332,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,9
4333,1,1,1,1,1,7,5,6,1,2,1,1,1,8,3,3,1,1,1,12
4334,1,1,1,1,1,8,1,8,1,1,1,1,7,8,1,2,1,1,1,8
4335,1,1,1,1,1,4,4,1,1,1,1,1,7,6,1,2,1,1,1,12
4336,1,1,1,1,1,8,8,1,1,1,1,1,1,8,1,2,1,1,1,11
4337,2,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,12
4338,1,1,1,1,1,2,2,1,1,1,1,1,1,7,1,1,1,1,1,10
4339,1,1,1,1,1,8,7,8,1,1,1,1,1,8,1,3,1,1,1,12
4340,4,1,1,1,1,6,1,5,1,3,1,1,1,8,2,2,1,1,1,12
4341,1,1,1,1,1,6,1,6,1,1,1,1,1,6,1,2,1,1,1,12
4342,1,1,1,1,1,5,5,1,1,2,1,1,7,6,1,2,1,1,1,12
4343,1,1,1,1,1,6,1,6,1,3,1,1,1,8,1,2,1,1,1,12
4344,1,1,1,1,1,5,2,4,1,1,1,1,1,7,1,2,1,1,1,12
4345,1,1,1,1,1,3,3,1,1,2,1,1,1,7,1,1,1,1,1,12
4346,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,1,1,1,1,12
4347,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4348,3,1,1,1,1,8,2,7,3,2,1,1,1,8,3,3,1,1,1,9
4349,1,1,1,1,1,7,3,5,1,2,2,1,1,8,3,3,1,1,1,12
4350,2,1,1,1,1,7,1,6,1,2,1,1,1,8,2,2,1,1,1,12
4351,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4352,1,1,1,1,1,3,1,3,1,3,1,1,1,8,1,1,1,1,1,12
4353,1,1,1,1,1,8,2,8,1,2,1,1,6,8,1,2,1,1,1,12
4354,1,1,1,1,1,8,1,7,1,2,1,1,7,8,1,2,1,1,1,12
4355,1,1,1,1,1,5,1,4,1,1,1,1,1,8,1,2,1,1,1,11
4356,2,1,1,1,1,8,8,8,1,2,1,1,1,8,3,3,1,1,1,12
4357,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
4358,1,1,1,1,1,8,1,8,1,1,1,1,1,1,1,2,1,1,1,12
4359,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4360,2,1,1,1,1,7,1,7,1,1,1,1,1,8,2,3,1,1,1,12
4361,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4362,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4363,2,1,1,1,1,1,1,1,1,5,1,1,1,8,3,1,1,1,1,12
4364,1,1,1,1,1,7,3,6,1,2,1,1,4,8,1,2,1,1,1,12
4365,1,1,1,1,1,3,1,3,1,2,1,1,1,8,1,1,1,1,1,12
4366,1,1,1,1,1,6,2,6,1,2,1,1,1,8,1,2,1,1,1,12
4367,1,1,1,1,1,8,1,8,1,1,1,1,1,8,2,2,1,1,1,12
4368,4,1,1,1,1,1,1,1,1,4,3,1,1,8,3,1,1,1,1,12
4369,1,1,1,1,1,8,1,8,1,1,1,1,7,8,1,3,1,1,1,12
4370,1,1,1,1,1,8,2,8,1,2,1,1,1,8,3,3,1,1,1,12
4371,2,1,1,1,1,8,6,8,1,3,1,1,1,8,2,4,1,1,1,12
4372,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4373,1,1,1,1,1,8,1,8,1,2,1,1,8,8,1,2,1,1,1,12
4374,1,1,1,1,1,3,3,1,1,2,1,1,8,6,1,2,1,1,1,12
4375,1,1,1,1,1,8,5,8,1,1,1,1,1,8,1,3,1,1,1,12
4376,5,2,1,3,1,8,1,8,1,3,1,8,1,8,1,3,1,1,1,12
4377,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4378,1,1,1,1,1,8,8,8,1,2,1,1,1,8,1,3,1,1,1,12
4379,1,1,1,1,1,8,1,7,1,2,1,1,2,8,1,2,1,1,1,12
4380,1,1,1,1,2,1,1,1,1,3,2,1,3,6,2,1,1,1,2,9
4381,1,1,1,1,1,8,1,8,1,1,1,1,8,8,1,2,1,1,1,12
4382,3,1,1,1,2,8,5,6,2,4,1,1,1,8,3,4,1,1,1,12
4383,1,1,1,1,1,8,2,8,1,1,1,1,1,8,2,3,1,1,1,12
4384,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4385,1,1,1,1,1,3,1,3,1,1,1,1,2,8,2,1,1,1,1,12
4386,1,1,1,1,1,8,1,6,1,1,1,1,8,8,1,2,1,1,1,10
4387,1,1,1,1,1,8,5,8,1,3,1,1,1,8,1,4,1,1,1,12
4388,1,1,1,1,1,3,1,2,1,1,1,1,1,8,1,2,1,1,1,12
4389,3,1,1,1,1,8,8,6,1,2,1,1,1,8,2,3,1,1,1,12
4390,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4391,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,11
4392,1,1,1,1,1,8,2,7,1,1,1,1,1,8,3,3,1,1,1,12
4393,1,1,1,1,1,5,3,5,1,1,1,1,1,8,1,3,1,1,1,12
4394,1,1,1,1,1,6,3,4,1,2,1,1,1,8,3,2,1,1,1,12
4395,1,1,1,1,1,8,1,8,1,1,1,1,1,6,1,2,1,1,1,12
4396,4,1,1,1,1,7,7,1,1,3,1,1,1,8,3,2,1,1,1,12
4397,1,1,1,1,1,8,5,8,1,3,1,1,1,8,2,4,1,1,2,12
4398,1,1,1,1,1,2,2,1,1,1,1,1,1,8,3,1,1,1,1,10
4399,1,1,1,1,1,2,2,1,1,1,1,1,1,7,1,1,1,1,1,12
4400,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,10
4401,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,12
4402,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4403,1,1,1,1,1,8,8,8,1,2,1,1,3,8,1,3,1,1,1,12
4404,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4405,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,12
4406,3,1,1,1,1,3,3,1,1,2,1,1,1,8,2,2,1,1,1,11
4407,1,1,1,1,1,8,1,7,1,1,1,1,3,8,1,2,1,1,1,8
4408,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4409,1,1,1,1,1,8,8,1,1,4,1,1,8,8,1,3,1,1,1,12
4410,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4411,2,1,1,1,1,1,1,1,2,2,2,1,2,8,4,1,1,1,1,12
4412,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4413,1,1,1,1,1,1,1,1,1,3,4,1,3,5,3,1,1,1,1,12
4414,1,1,1,1,1,1,1,1,1,1,2,1,8,4,2,1,1,1,1,12
4415,2,1,1,1,1,8,8,5,1,2,1,1,1,8,2,2,1,1,1,12
4416,1,1,1,1,1,3,1,3,1,2,1,1,5,6,1,1,1,1,1,12
4417,1,1,1,1,1,3,3,1,1,1,1,1,1,8,3,1,1,1,1,12
4418,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4419,4,1,1,1,2,1,1,1,2,3,1,1,1,8,4,1,1,1,1,12
4420,1,1,1,1,1,3,3,1,1,1,1,1,1,8,1,1,1,1,1,12
4421,1,1,1,1,1,3,3,2,1,1,1,1,1,8,1,2,1,1,1,12
4422,1,1,1,1,1,8,5,8,1,2,1,1,1,8,1,3,1,1,1,12
4423,1,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4424,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
4425,2,1,1,1,1,3,1,3,1,2,1,1,1,8,2,1,1,1,1,12
4426,5,1,1,1,2,1,1,1,2,3,3,1,1,8,4,1,1,1,1,12
4427,1,1,1,1,1,8,8,6,1,2,1,1,5,8,1,3,1,1,1,12
4428,1,2,1,2,1,8,7,8,1,2,1,1,7,8,1,5,1,1,1,12
4429,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4430,1,1,1,1,1,5,1,4,1,3,1,1,6,8,1,2,1,1,1,12
4431,1,1,1,1,1,1,1,1,1,4,1,1,1,8,2,1,1,1,1,12
4432,1,1,1,1,1,7,1,6,1,3,1,1,1,8,1,2,1,1,1,12
4433,1,1,1,1,1,1,1,1,1,2,2,1,1,6,2,1,1,1,1,12
4434,1,1,1,1,1,8,2,8,1,2,1,1,1,8,1,2,1,1,1,12
4435,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4436,2,1,1,1,1,7,7,1,1,2,1,1,1,8,1,3,1,1,1,12
4437,5,1,1,1,2,8,8,6,2,4,4,1,1,8,4,3,1,1,1,11
4438,1,1,1,1,1,7,1,7,1,1,1,1,2,8,3,2,1,1,1,12
4439,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
4440,1,1,1,1,1,8,5,8,1,2,1,1,1,8,1,4,1,1,1,12
4441,1,1,1,1,1,8,8,1,1,1,1,1,8,8,1,2,1,1,1,12
4442,1,1,1,1,1,2,2,1,1,1,1,1,1,8,3,1,1,1,1,8
4443,2,1,1,1,1,3,3,1,1,3,1,1,1,8,1,1,1,1,1,12
4444,1,1,1,1,1,7,2,5,1,2,1,1,1,8,3,2,1,1,1,12
4445,1,1,1,1,1,4,1,3,1,1,1,1,1,8,1,2,1,1,1,12
4446,1,1,1,1,1,8,5,8,1,2,1,1,8,8,1,4,1,1,1,12
4447,1,1,1,1,1,4,1,4,1,1,1,1,1,8,1,1,1,1,1,12
4448,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
4449,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4450,1,1,1,1,1,4,4,1,1,2,1,1,1,8,3,1,1,1,1,12
4451,1,1,1,1,1,5,1,4,1,2,1,1,8,7,1,2,1,1,1,12
4452,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4453,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4454,3,1,1,1,2,1,1,1,1,4,1,1,1,8,2,1,1,1,1,12
4455,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,1,1,1,9
4456,1,1,1,2,1,8,6,8,1,2,1,1,8,8,1,4,1,1,1,12
4457,1,1,1,1,1,8,8,8,1,3,1,1,7,8,1,4,1,1,1,12
4458,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,2,1,1,9
4459,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4460,1,1,1,1,1,3,3,1,1,1,1,1,2,8,1,2,1,1,1,12
4461,1,1,1,1,1,1,1,1,1,3,1,1,1,8,4,1,1,1,1,6
4462,3,1,1,1,1,8,1,8,1,2,1,6,1,8,1,6,1,1,1,12
4463,1,1,1,1,1,8,1,7,1,1,1,1,1,7,1,2,1,1,1,12
4464,2,1,1,1,1,8,6,8,1,3,1,1,1,8,1,3,1,1,1,12
4465,1,1,1,1,1,5,5,1,1,2,1,1,1,8,1,2,1,1,1,12
4466,1,1,1,1,1,7,7,1,1,3,1,1,1,8,1,2,1,1,1,12
4467,1,1,1,1,1,8,3,7,1,2,1,1,1,8,1,3,1,1,1,12
4468,1,1,1,1,1,3,3,1,1,1,1,1,1,8,2,1,1,1,1,7
4469,1,1,1,1,1,7,2,6,1,1,1,1,1,8,2,2,1,1,1,7
4470,1,1,1,1,1,6,1,5,1,1,1,1,4,8,3,2,1,1,1,12
4471,1,1,1,1,1,6,1,5,1,2,1,1,1,7,1,2,1,1,1,12
4472,1,1,1,1,1,8,1,8,1,1,1,1,1,8,2,3,1,1,1,12
4473,1,1,1,1,1,8,1,8,1,1,1,1,7,8,1,3,1,1,1,12
4474,3,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
4475,1,1,1,1,1,8,1,8,1,1,1,1,3,8,1,2,1,1,1,12
4476,2,1,1,1,1,7,3,6,1,2,1,1,1,8,1,3,1,1,1,12
4477,3,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4478,1,1,1,1,1,8,8,1,1,2,1,1,1,8,1,2,1,1,1,12
4479,2,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,12
4480,1,1,1,1,1,8,8,8,1,3,1,1,5,8,1,3,1,1,1,12
4481,5,1,1,1,1,8,1,8,1,4,1,1,1,8,2,2,1,1,1,12
4482,2,1,1,1,1,7,5,5,1,2,1,1,1,8,1,2,1,1,1,12
4483,1,1,1,1,1,4,1,4,1,1,1,1,1,8,1,1,1,1,1,11
4484,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4485,2,1,1,1,1,1,1,1,2,3,1,1,1,8,4,1,1,1,1,12
4486,1,1,1,1,1,8,3,8,1,1,1,1,1,8,3,3,1,1,1,12
4487,1,1,1,1,1,8,2,7,1,1,1,1,1,8,3,2,1,1,1,7
4488,1,1,1,1,1,8,3,6,1,3,1,1,1,8,1,2,1,1,1,12
4489,4,1,1,1,2,1,1,1,2,2,1,1,1,8,4,1,1,1,1,12
4490,2,1,1,1,1,5,1,4,1,2,1,1,1,8,3,2,1,1,1,12
4491,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,1,1,1,1,12
4492,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
4493,1,1,1,1,1,3,1,3,1,2,1,1,1,8,3,2,1,1,1,12
4494,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4495,1,1,1,1,1,7,2,5,1,2,1,1,7,8,1,2,1,1,1,12
4496,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4497,1,1,1,1,1,8,1,8,1,1,1,1,3,8,1,1,1,1,1,12
4498,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4499,1,1,1,1,1,3,3,1,1,1,1,1,1,8,1,2,1,1,1,12
4500,1,1,1,1,1,1,1,1,1,2,1,1,1,7,1,1,1,1,1,12
4501,1,1,1,1,1,8,8,7,1,3,1,1,3,8,1,4,1,1,1,12
4502,1,1,1,1,1,3,3,1,1,2,1,1,1,8,1,1,1,1,1,12
4503,1,1,1,1,1,7,2,5,1,2,1,1,8,4,1,1,1,1,1,6
4504,1,1,1,1,1,2,2,1,1,1,1,1,1,8,2,2,1,1,1,12
4505,5,2,2,1,1,8,7,6,1,5,1,1,1,8,1,4,1,1,1,12
4506,3,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4507,2,1,1,1,1,2,2,1,1,2,1,1,1,8,2,1,2,1,1,12
4508,1,2,2,1,1,6,6,4,1,2,2,1,2,8,2,3,1,1,1,12
4509,4,1,1,1,2,1,1,1,1,3,1,1,1,8,4,1,1,1,1,10
4510,1,1,1,1,1,8,1,8,1,2,1,1,3,8,3,3,1,1,1,12
4511,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,1,1,12
4512,1,1,1,1,1,8,1,8,1,1,1,1,2,8,1,2,1,1,1,12
4513,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4514,4,1,1,1,1,5,1,4,2,3,1,1,1,8,4,2,1,1,1,12
4515,3,2,1,3,3,8,8,8,4,4,4,1,2,8,5,8,1,1,1,12
4516,1,1,1,1,1,6,4,2,1,2,1,1,5,7,1,2,1,1,1,11
4517,1,1,1,1,1,8,8,8,1,3,1,1,1,8,1,4,1,1,1,12
4518,1,1,1,1,1,8,8,4,1,1,1,1,1,8,1,3,1,1,1,12
4519,1,1,1,1,1,7,3,5,1,2,1,1,1,8,1,2,1,1,1,12
4520,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4521,1,1,1,1,1,1,1,1,1,2,1,1,5,5,1,1,1,1,1,12
4522,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
4523,1,1,1,1,1,3,1,3,1,6,1,1,1,3,1,1,1,1,1,12
4524,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,2,12
4525,1,1,1,1,1,5,1,5,1,1,1,1,2,7,1,2,1,1,1,12
4526,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4527,1,1,1,1,1,4,1,4,1,1,1,1,1,8,1,1,1,1,1,12
4528,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4529,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,1,1,12
4530,1,1,1,1,1,3,3,1,1,2,1,1,1,8,1,1,1,1,1,12
4531,3,1,1,1,1,8,1,8,1,2,1,1,1,8,2,4,1,1,1,12
4532,2,1,1,1,1,6,5,1,1,1,1,1,1,8,1,3,1,1,1,12
4533,1,1,1,1,1,1,1,1,1,2,1,1,1,5,3,1,1,1,1,12
4534,1,1,1,1,1,5,3,3,1,2,1,1,6,6,1,2,1,1,1,12
4535,3,1,1,1,1,8,8,4,1,2,1,1,1,8,1,3,1,1,1,12
4536,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
4537,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
4538,1,1,1,1,1,5,1,4,1,1,1,1,3,6,1,2,1,1,1,12
4539,1,1,1,1,1,2,2,1,1,1,1,1,1,8,1,2,1,1,1,8
4540,4,2,1,3,1,8,1,8,1,3,1,1,1,8,1,6,1,1,1,12
4541,1,1,1,1,1,8,8,1,1,2,1,1,1,8,1,2,1,1,1,12
4542,1,2,3,1,1,8,8,4,1,2,2,1,8,8,1,4,1,1,1,12
4543,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,12
4544,1,1,1,1,1,3,3,1,1,1,1,1,8,5,1,2,1,1,1,12
4545,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,9
4546,1,1,1,1,1,6,2,6,1,2,1,1,1,8,1,2,1,1,1,11
4547,2,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
4548,1,1,1,1,1,5,1,4,1,1,1,1,1,8,2,2,1,1,1,12
4549,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4550,1,1,1,1,1,8,7,4,1,2,1,1,1,8,4,3,1,1,1,12
4551,1,1,1,1,1,7,1,6,1,1,1,1,7,8,1,2,1,1,1,8
4552,2,1,1,1,1,8,8,1,1,3,1,1,1,8,1,3,1,1,1,12
4553,1,1,1,1,1,8,8,1,1,5,1,1,8,8,1,2,1,1,1,12
4554,1,1,1,1,1,2,2,1,1,2,1,1,2,8,1,1,2,1,1,12
4555,1,1,1,1,1,7,2,7,1,2,1,1,1,8,3,2,1,1,1,12
4556,1,1,1,1,1,2,2,1,1,2,1,1,2,8,3,1,1,1,1,12
4557,1,1,1,1,1,7,4,5,1,4,1,1,5,8,1,3,1,1,1,12
4558,4,1,1,1,1,3,3,1,1,4,1,1,1,8,3,2,1,1,1,12
4559,2,1,1,1,1,8,3,7,1,2,1,1,1,8,3,3,1,1,1,12
4560,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
4561,1,1,1,1,1,6,1,5,1,1,1,1,8,8,1,1,1,1,1,6
4562,4,1,1,1,1,3,3,1,2,3,1,1,1,8,4,2,1,1,1,12
4563,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,12
4564,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,6
4565,4,1,1,1,2,2,2,1,3,3,2,1,1,8,4,1,1,1,1,12
4566,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4567,1,1,1,1,1,5,5,1,1,4,1,1,7,7,1,2,1,1,1,12
4568,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4569,2,1,1,1,1,3,3,1,1,2,1,1,1,8,3,2,1,1,1,12
4570,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4571,2,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4572,1,1,1,1,1,6,3,3,1,1,1,1,8,8,1,2,1,1,1,12
4573,1,1,1,1,1,8,8,3,1,2,1,1,2,8,1,2,1,1,1,12
4574,1,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,2,12
4575,1,1,1,1,1,8,8,7,1,1,1,1,8,8,1,4,1,1,1,12
4576,1,1,1,1,1,4,4,1,1,1,1,1,1,8,1,2,1,1,1,12
4577,1,1,1,1,1,8,8,1,1,2,1,1,1,8,1,2,1,1,1,12
4578,1,1,1,1,1,3,1,2,1,1,1,1,8,5,1,1,1,1,1,12
4579,3,1,1,1,2,6,3,4,2,3,1,1,1,8,3,2,1,1,1,8
4580,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
4581,2,1,1,1,1,8,1,8,1,3,2,1,3,8,3,3,1,1,1,12
4582,4,1,1,1,1,1,1,1,2,3,1,1,1,8,4,1,1,1,1,12
4583,1,1,1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,1,1,12
4584,4,1,1,1,1,8,2,8,1,3,1,1,1,8,3,4,1,1,1,12
4585,4,1,1,1,1,8,3,6,2,3,1,1,1,8,4,3,1,1,1,12
4586,1,1,1,1,1,8,8,3,1,2,1,1,5,8,1,3,1,1,1,11
4587,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4588,1,1,1,1,1,8,1,8,1,5,1,1,6,8,1,3,1,1,1,12
4589,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,1,1,1,12
4590,1,1,1,1,1,5,5,1,1,4,1,1,6,8,1,2,1,1,1,12
4591,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4592,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,12
4593,1,1,1,1,1,8,1,8,1,1,1,1,7,8,1,2,1,1,1,8
4594,1,1,1,1,1,2,2,1,1,1,1,1,1,8,1,1,1,1,1,12
4595,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,1,1,1,12
4596,1,1,1,1,1,5,1,5,1,2,1,1,4,7,1,2,1,1,1,12
4597,2,1,1,1,1,1,1,1,1,1,2,1,1,8,4,1,1,1,1,12
4598,4,1,1,1,1,8,7,8,2,3,1,1,1,8,4,3,1,1,1,12
4599,1,1,1,1,1,4,1,4,1,1,1,1,1,8,2,1,1,1,1,12
4600,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,12
4601,1,1,1,1,1,7,3,5,1,2,1,1,1,8,2,2,1,1,1,12
4602,3,1,1,1,1,1,1,1,1,2,1,2,1,8,3,1,1,1,1,12
4603,1,1,1,1,1,5,1,5,1,1,1,1,1,8,1,2,1,1,1,12
4604,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4605,1,1,1,1,1,1,1,1,1,1,2,1,3,5,2,1,1,1,1,12
4606,1,1,1,1,1,8,1,8,1,1,1,1,8,8,1,2,1,1,1,12
4607,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4608,1,1,1,1,1,6,6,1,1,1,1,1,1,8,1,2,1,1,1,7
4609,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4610,1,1,1,1,1,8,8,4,1,5,1,1,2,8,1,3,1,1,1,12
4611,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4612,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4613,1,1,1,1,1,8,8,1,1,2,1,1,8,8,1,2,1,1,1,12
4614,1,1,1,1,1,8,3,8,1,3,1,1,1,8,1,4,1,1,1,12
4615,1,1,1,1,1,6,6,1,1,1,1,1,1,8,1,3,1,1,1,10
4616,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
4617,3,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4618,3,1,1,1,1,8,5,8,1,3,1,1,1,8,1,5,1,1,1,12
4619,3,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
4620,1,1,1,1,1,2,1,1,1,1,1,1,8,5,1,1,1,1,1,12
4621,1,1,1,1,1,6,1,6,1,1,1,1,3,8,2,2,1,1,1,12
4622,1,1,1,1,1,2,2,1,1,1,1,1,1,8,3,1,1,1,1,12
4623,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4624,1,1,1,1,1,5,1,4,1,2,1,1,1,8,3,2,1,1,1,12
4625,1,1,1,1,1,7,1,7,1,2,1,1,8,7,1,2,1,1,1,12
4626,3,1,1,1,2,1,1,1,2,3,1,1,1,8,4,1,1,1,1,12
4627,1,1,1,1,1,3,3,1,1,2,1,1,1,6,1,2,2,1,1,12
4628,1,1,1,1,1,3,3,1,1,2,1,1,3,6,1,1,1,1,1,12
4629,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,12
4630,1,1,1,1,1,8,8,8,1,2,1,1,7,8,1,3,1,1,1,12
4631,1,1,1,1,1,4,1,4,1,1,1,1,5,8,1,1,1,1,1,12
4632,3,1,1,1,2,3,3,1,2,2,1,1,1,8,4,1,1,1,1,12
